,question,contexts,ground_truth,evolution_type,metadata,episode_done
26,Qual é a importância do banco de dados em um sistema de armazenamento de dados?,"['cesso por Nav egador Web\n Layout Responsiv o, pronto para PCs , Tablets e \n   Smar tphones \nEnvia E-mails de Aler ta\nAcesso Ser vidor E-mail com Senha Cr iptog rafada\nProtocolo SSL Secur e Sock et Lay er \nRelóg io Interno em Tempo Real – R TC \nSincr onismo com Time Ser ver ex terno\nGráficos de P erformance dir eto no Nav egador\nProtocolo SNMP V1, V3 e M odbus O ver IP \nArmaz ena L og de Ev entos de Alar mes\nArmaz ena Data L ogger M edições da Bater ia\nBanco de Dados ANSI SQL\nCapacidade de Ar maz enamento 1 Ano\nFrequência de Gravação no Banco de Dados\n   Configuráv el\nOpção salvar Banco de Dados via TCP/IP\nRotinas de manutenção do Banco de Dados .\nMódulo de Ba teria Equaliz er\nProcessador:   DSP\nInter faces:  2 Portas RJ11\nSensor Temper atura:  Interno\nGabinete:   ABS\nDimensões:   12 x 65 x 113 mm - 50 g\no\n  Ambiente:   abrigado , IP-20, 0 a 60 C, umidade\n  relativa máx 90% não condensante .\nModelo Equaliz er M12 - MB02 \nTensão nominal:   12 VDC - 02VDC \nCapacidade:  7 a 600 Ah - 7 a 5.000 Ah n   \nn    \nn    \nn    \nn   \nn \nn   \nn   \nn   \nMódulo de C orrente \n Descrição:\nAcessório (opcional) destinado à medição da \ncorrente elétrica que circula pelo banco de \nbaterias com indicação do sentido da corrente \nelétrica (C arga ou Descar ga).\nEspecificações:\nTensão de alimentação:  5V\nErro:  ≤ 1,5% @ corrente nominal\nComunicação:  RS-232 (Nív el TTL)n \nn \n']",nan,simple,"[{'page_label': '6', 'file_name': 'catalogo-sistema-equalizer.pdf', 'file_path': 'c:\\Users\\jmess\\OneDrive\\Documentos\\GitHub\\rag_eval\\data\\catalogo-sistema-equalizer.pdf', 'file_type': 'application/pdf', 'file_size': 18195787, 'creation_date': '2024-10-09', 'last_modified_date': '2024-10-09'}]",True
27,Qual é a capacidade de processar dez milhões de amostragens por segundo com o Processamento Digital de Sinais?,"['Alta Tecnolog ia em\nProcessament o Dig ital\nde Sinais - DSP\nOS MAIS MODERNOS\nNO-BREAKS C ORPOR ATIVOSVivemos em um mundo cada v ez mais ág il e prático . Um mundo conec tado por pr ocessador es, chips , softwares e \nperiféricos. Mas isso ainda não é o bastant e. Por isso , o mundo caminha para t ecnolog ias de pr ocessament o imediat o \nde dados . A CM C omandos Linear es está um passo à fr ente e of erece aos seus client es pr odut os dotados de uma \ntecnolog ia revolucionár ia, denominada P rocessament o Dig ital de Sinais -- DSP .\nToda a linha de No -Breaks D ominion SP1 conta com a \ntecnolog ia DSP . Carac terística que pr opor ciona alta\n performance e confiabilidade ,  ideais para aplicações de missão cr ítica. Ou seja, pr otegem as aplicações \nnas quais a continuidade da operação é de fundamental impor tância.tornando -os\nequipament os pode ser atualizado \nacrescentando novas funções em \nunidades já instaladas .Hoje , esta t ecnolog ia está pr esent e nos mais sofisticados sist emas eletr ônicos devido à sua alta v elocidade e \nconfiabilidade . Processador es Dig itais de Sinais são capaz es de pr ocessar dez milhões de amostragens por segundo . \nIsso sig nifica pr ocessament o em t empo r eal -- o sinal é pr ocessado no mesmo instant e em que é r ecebido , sem \nretardos ou atrasos .\nProjetados com o uso int enso dos r ecursos da t ecnolog ia DSP , os No -Breaks D ominion SP1 ag regam nov os  e \navançados r ecursos que estabelecem um nov o conceit o em desen volviment o, no qual o fir mware dos \nAdquir indo No -Breaks , cont e com as \nsoluções da CM C omandos que \nasseguram t ecnolog ia de ponta, \nmáxima pr oteção , precisão dig ital e \nprocessament o em t empo r eal.  \nNo-Break Dominion SP1 -  8 e 12 kV A - Monofásico ']","Processador es Dig itais de Sinais sào capaz es de pr ocessar dez milhões de amostragens por segundo. Isso sig nifica pr ocessament o em t empo r eal -- o sinal é pr ocessado no mesmo instant e em que é r ecebido, sem 
retardos ou atrasos.",simple,"[{'page_label': '3', 'file_name': 'catalogo-dominion-sp1-1.pdf', 'file_path': 'c:\\Users\\jmess\\OneDrive\\Documentos\\GitHub\\rag_eval\\data\\catalogo-dominion-sp1-1.pdf', 'file_type': 'application/pdf', 'file_size': 9735399, 'creation_date': '2024-10-09', 'last_modified_date': '2024-10-09'}]",True
28,Qual é o período de tempo durante o qual a bateria está carregada antes de alcançar 90% da carga?,"['ESPECIFICAÇÕES TÉCNICAS \nEntrada\nn Tensão: \n• 380/400/415V\n• 200/208/220V\nn Variação Admissível:\n± 25% da tensão nominal\nn Freqüência: 50/60 Hz                           \nn Variação de Freqüência Admissível:  ± 8%\nnCon/f_i  guração: 3F + N + T\nn Fator de Potência: 0,99\nSaída\nn Tensão: \n• 380/400/415V\n• 200/208/220V\nn Potências Disponíveis:\n• 380/400/415V - 25 e 50 kW Modular\n• 200/208/220V- 30 kW Modular\nnRegulação Estática:  ± 1% nominal \nnFreqüência:  50 / 60 Hz \nnVariação de Freqüência:  0,10%\nnCon/f_i  guração:  3F + N + T \nn  Forma de Onda:  senoidal\nn  Distorção Harmônica THD:  ≤ 1% carga linear \nn Fator de Crista:   3:1 \nn  Capacidade de Sobrecarga: \n• 110% por 1 hora; 125% por 10 minutos; \n• 150% por 1min; 150% por 200 ms.\nn  Rendimento: 95% \nBaterias\nn  Tensão de Linha:\n• 380/400/415V : ± 240 Vdc (40 baterias)   \n• 200/208/220V : ± 120 Vdc (20 baterias)   \nn  Sistema de Recarga: controlado, automático\nn  Tempo de Recarga:  8 a 10 horas para 90% da \ncarga\nn Tipo: seladas, isentas de manutenção\nBy-pass estático \nn  Acionamento: automático controlado pelo \nDSP\nn  Tempo de Transferência: 0 ms (nulo)\nn   Retransferência ao Modo Normal:  \nautomática\nBy-pass estático de Manutenção\nPermite manutenção do No-Break sem \ndesligar a carga\nn  Acionamento:  manual através de disjuntor\nn  Reposição ao modo normal: sem interrupção\nProteções Elétricas\nn  Sub e Sobre Tensão de Entrada e Saída \nn  Sub e Sobre Tensão DC e Bateria \nn  Sobrecarga e Curto-circuito\nn  Mínima descarga de bateria\nn  Sobre temperatura \nMedições\nn  True RMS \nn  Potência de saída em kVA\nn  Potência de saída em kW\nn  Fator de Potência de saídan  Tensão de Saída\nn  Frequência de Saída \nn  Tensão de Bateria\nn  Corrente de Bateria*\nn  Fator de Potência de Entrada*\nn  Tensão de Entrada\nn  Corrente de Entrada*\nn  Frequência de Entrada\nAlarmes\nControlados pelo processador DSP\nn Tipos de Alarmes:\n• Sonoros:\n       »  Falta de Rede - 1 toque a cada 4 segundos\n       »  Pré-alarme das Baterias: 1 toque por segundo\n       »  Falha Interna do No-Break: alarme contínuo\n• Mensagens de alerta:\n       »  Display de Cristal líquido\n       »  Display em LCD\n    ']",A bateria está carregada por 8 a 10 horas para alcançar 90% da carga,simple,"[{'page_label': '6', 'file_name': 'composition-modular-jun-24.pdf', 'file_path': 'c:\\Users\\jmess\\OneDrive\\Documentos\\GitHub\\rag_eval\\data\\composition-modular-jun-24.pdf', 'file_type': 'application/pdf', 'file_size': 4499853, 'creation_date': '2024-10-09', 'last_modified_date': '2024-10-09'}]",True
29,Qual é o papel do processador modular no sistema de alto desempenho digital?,['No-Break\nDigital Signal Processor\nModular - 25 a 500 kWC O M P O S I T I O N\n'],"O processador modular é parte de um sistema de alto desempenho digital, e seu papel é executar operações de alta velocidade sem interrupções.",simple,"[{'page_label': '1', 'file_name': 'composition-modular-jun-24.pdf', 'file_path': 'c:\\Users\\jmess\\OneDrive\\Documentos\\GitHub\\rag_eval\\data\\composition-modular-jun-24.pdf', 'file_type': 'application/pdf', 'file_size': 4499853, 'creation_date': '2024-10-09', 'last_modified_date': '2024-10-09'}]",True
30,Qual é o uso principal do SNMP?,"['    \n    •SNMP / Telnet / http / TCP/IP*\nSoftwares de Ger enciamento*\n   \n    •IP P ower e IP P ower SE\n    \n    •Adaptador SNMP NetM ate \n    \n    •Adaptador Ar mModbus RS485\nAmbientes e Sistemas Operacionais\n   \n    •W indows 8 / 10 / 2010 \n    \n    •Linux * \n       (Mar cas dos r espec tivos fabricantes)   \n   3750      3,75      X 280 X 647       122\n   6250      6,25      787 X 280 X 647       153\n   8000      8,00      815 X 480 X 875       254\n 12000    12,00       815 X 480 X 875       319 787Peso (com \nbaterias)\nkg\n * Opcional\nCM.MK T SET 21 - As especificações estão sujeitas a alterações sem pr évio aviso . Nós incentivamos a r eciclagem\nCertificação de \nSustentabilidade A uditadaOSD  N LI A NM EO AC R EM SCISO\n90012015\nAv. Eng . Alber to de Zagottis , 760 - 04675-085 -  São P aulo - SP\nTel.: (11) 5696-5000 \nwww.cmcomandos .com.br\n']",SNMP / Telnet / http / TCP/IP,simple,"[{'page_label': '6', 'file_name': 'catalogo-dominion-sp1-1.pdf', 'file_path': 'c:\\Users\\jmess\\OneDrive\\Documentos\\GitHub\\rag_eval\\data\\catalogo-dominion-sp1-1.pdf', 'file_type': 'application/pdf', 'file_size': 9735399, 'creation_date': '2024-10-09', 'last_modified_date': '2024-10-09'}]",True
31,Qual é o papel do processador de sinal digital em dispositivos móveis?,['P R E V E N T I O N No-Br eak\nNo-BreakDigital Sig nal P rocessor'],nan,simple,"[{'page_label': '1', 'file_name': 'catalogo-prevention-site.pdf', 'file_path': 'c:\\Users\\jmess\\OneDrive\\Documentos\\GitHub\\rag_eval\\data\\catalogo-prevention-site.pdf', 'file_type': 'application/pdf', 'file_size': 3542656, 'creation_date': '2024-10-09', 'last_modified_date': '2024-10-09'}]",True
32,Quais protocolos são suportados pelo sistema?,"['or\n       » Freqüência da Rede Fora de Faixa\n       » Falha Interna    \nCaracterísticas de operação\nn Ruído Audível: 55 dBA a 60 dBA a 1 metro\nn MTBF (Mean Time Between Failures): 50 mil horas   \nn MTTR (Mean Time To Repair): 30 minutos\nn Temperatura ambiente:\n   • No-Break: 0ºC a 40ºC \n   • Baterias: 0ºC a 30ºC\n   • Recomendada: 20ºC a 25ºC\nn Umidade Relativa:\n  • 0% a 95% sem condensação\n  • Recomendada: 45% a 55%\nn Atitude: até 1.000m\nn Tipo de Ambiente Recomendado:\n  • Interno, instalação abrigada\n  • Atmosfera: limpa, livre de partículas condutivas, \ngases tóxicos, líquidos e inflamáveis.\n  • Grau de Proteção: IP-20\nSoftware IP Power *\nn Conexão Remota via Adaptador SNMP NetMate\nn Registro de Eventos\nn Shutdown Automático\nn Envio de Alarmes por e-mail\nn Medições:\n     » Potência de Saída em %\n     » Tensão de Saída\n     » Tensão de Bateria\n     » Tensão de Entrada\n     » Freqüência de Entrada\nCaracterísticas Físicas e Mecânicas \nn Dimensões Compactas\nn Estrutura do Gabinete:\n  • Rack: metálico, monobloco\n  • Acabamento: pintura epóxi-pó na cor grafite\ncom tratamento térmico e anti-corrosivo\nn Transformador Isolador: com blindagem\neletrostática*\nn Porta de Comunicação:\n•Serial RS232C Isolada Full Duplex -DB9 Fêmea\n•Contato Seco DB9 Fêmea Interfaces de Gerenciamento\nn Mono e multi-usuário, client-server e\nmultiservidores \nn Vários servidores em um único No-Break\nn Ferramentas de Shutdown e Gerenciamento\nn  Protocolos:\n    • Serial Rs232\n    • Serial Rs485*\n    • SNMP / Telnet / http / TCP/IP*\nn Softwares de Gerenciamento*\n    • IP Power e IP Power SE Client\n    • Adaptador SNMP NetMate\n    • Adaptador ArmModbus RS485.\nn Ambientes e Sistemas Operacionais\n   • Windows 10 /7/2010\n   • Linux\n(Marcas dos respectivos fabricantes) \n*opcional\nCM MKT  JAN 24 - *As especificações  técnicas estão sujeitas a alterações sem aviso prévio e conforme necessidades de projetos customizados.                 Nós incentivamos a reciclagem.\nAv. Eng. Alberto de Zagottis , 760 - 04675-085 - São Paulo - SP\nTel.:(11) 5696-5000\nwww.cmcomandos.com.brSistema de \nSustentabilidade Auditada  Modelo Peso\n (com baterias)\nkg Dimensões Físicas \nalt x larg x prof \nmm Potência \nkVA\n 2000          2,0         620 x 200 x 600         70Modelo com baterias \n 3000          3,0         620 x 200 x 600       ']","Serial Rs232, Serial Rs485, SNMP / Telnet / http / TCP/IP",simple,"[{'page_label': '2', 'file_name': 'catalogo-solution-s2-1.pdf', 'file_path': 'c:\\Users\\jmess\\OneDrive\\Documentos\\GitHub\\rag_eval\\data\\catalogo-solution-s2-1.pdf', 'file_type': 'application/pdf', 'file_size': 700438, 'creation_date': '2024-10-09', 'last_modified_date': '2024-10-09'}]",True
33,Qual é o papel da inovação em garantir a excelência dos produtos e serviços de uma empresa?,"['Com mais de 38 anos de atuação , a CM C omandos é hoje uma das \nmaior es fabr icant es de No -Breaks da Amér ica Latina. \nAlém disso , é líder absoluta em soluções para o mer cado cor porativ o. Certificada pela \nnorma ISO -9001:2015, a CM C omandos r essalta o seu compr omisso com a ex celência \ndos seus pr odut os e a t otal satisfação dos seus client es.Inovação , qualidade , tecnolog ia\ne confiabilidade . Marcas das\nsoluções CM C omandos Linear es\nAPLICA ÇÕES Os No -Breaks da CM C omandos Linear es são indicados para \naplicações de missão cr ítica, nas mais var iadas cor porações ,  \noferecendo pr oteção contra distúr bios de ener gia elétr ica, tais como: cor tes, micr o cor tes, \nruídos , dist orção har mônica, picos , transient es, sub e sobr etensão e var iações de fr equência.\nSUPOR TE\nTÉCNIC OAo escolher a mar ca CM C omandos Linear es você conta com o \nmelhor  supor te técnico de pr é e pós- venda da empr esa que se \nconsolidou ao longo dest es 38 anos como líder de \nmercado . Instrumentação de ponta, pr ofissionais altament e qualificados , com \ncober tura nacional e disponibilidade de at endiment o 24 horas , sete dias por \nsemana, call cent er e pr ocessos cer tificados  asseguram a ex celência dos nossos \nserviços de supor te.BENEFÍCIOS Os equipament os da CM C omandos operam com maior pr ecisão , \nagregam maior númer o de funções e são os mais segur os. \nCarac terísticas que geram alta confiabilidade e pr odutividade nas mais var iadas aplicações , \nminimizam falhas e , consequent ement e, cust os de manut enção . Em r esumo ,                               \nser um client e da CM C omandos sig nifica t er o r etorno do capital in vestido e garantias            \nque só uma empr esa com amplo supor te técnico pode of erecer .OSD  L NI A NM EA OR C EM SCISO\n90012015\nA EMPRESA']",nan,simple,"[{'page_label': '2', 'file_name': 'catalogo-dominion-sp1-1.pdf', 'file_path': 'c:\\Users\\jmess\\OneDrive\\Documentos\\GitHub\\rag_eval\\data\\catalogo-dominion-sp1-1.pdf', 'file_type': 'application/pdf', 'file_size': 9735399, 'creation_date': '2024-10-09', 'last_modified_date': '2024-10-09'}]",True
34,"Qual é o sistema que permite que o Fator de Potência de Entrada do No-Break seja 0.99, correjindo os efeitos das não linearidades e harmônicas na saída do No-Break?","['REGISTRO PERMANENTE\nDE E VENT OSCORREÇÃO DO  F ATOR DE*POTÊNCIA\nO DSP ar maz ena os ev entos em sua memór ia EEPR OM. \nFunciona como uma “caixa-pr eta”, sendo possív el rastr ear os \nvalor es das medições e a posição das cha ves int ernas, \ndenunciando ev entuais er ros de operação .Conhecido pela sigla PFC - P ower Factor Correction, est e \nsistema per mite que o F ator de P otência de Entrada do \nNo-Break seja 0.99 - cor rigindo os ef eitos das car gas não \nlinear es e har mônicas conec tadas na saída do No -Break.-INTERF ACES DE GERENCIAMENT O\nREMO TO\nSão compostas por div ersas f erramentas . O A daptador SNMP NetM ate \npermite ger enciar r emotament e o No -Break via a I nternet atra vés de \num w eb br owser , monit orar o status e en viar aler tas por e -mail . \nO sof tware IP P ower é uma f erramenta de ger enciament o  Windows \nApplication e a v ersão Client é específica para  aut omatizar o shut down \nde ser vidor es, podendo desligar aut omática e simultaneament e vár ios \nservidor es e estações . \nO Adaptador Ar mModbus per mite int egrar o No -Break, via um\nRS485, a Sist emas de A utomação P redial atra vés do pr otocolo M odbus .a por ta INTERF ACES  DE  SHUTDO WN  \nE GERENCIAMENT O  REMO TO\nPorta M icroprocessada DB9A   Inter face de Ger enciamento Remoto \n  \nB   Adaptador SNMP\n     \nMultisser vidor es\nMultiplataf ormas\nMulti-S.O .C   Client Shutdown\nD  Estação Remota\n     Sof tware com \n     conexão à I nter net\nRede Ethernet RJ45']",PFC - Power Factor Correction,simple,"[{'page_label': '5', 'file_name': 'catalogo-dominion-sp1-1.pdf', 'file_path': 'c:\\Users\\jmess\\OneDrive\\Documentos\\GitHub\\rag_eval\\data\\catalogo-dominion-sp1-1.pdf', 'file_type': 'application/pdf', 'file_size': 9735399, 'creation_date': '2024-10-09', 'last_modified_date': '2024-10-09'}]",True
35,Como os sistemas de automação predial podem ser integrados à via RS485?,"[' t a ç õ e s .\nO Adaptador ArmModbus permite integrar \no  N o  B r e a k ,  v i a  u m a  p o r t a\nRS485, a Sistemas de Automação Predial.\n']","Os sistemas de automaÎiao predial podem ser integrados à o Adaptador ArmModbus, permitindo a conexãó por meio do porto RS485.",simple,"[{'page_label': '4', 'file_name': 'catalogo-innovation-s1-pdf-1.pdf', 'file_path': 'c:\\Users\\jmess\\OneDrive\\Documentos\\GitHub\\rag_eval\\data\\catalogo-innovation-s1-pdf-1.pdf', 'file_type': 'application/pdf', 'file_size': 4728667, 'creation_date': '2024-10-09', 'last_modified_date': '2024-10-09'}]",True
36,Qual é o papel da tecnologia DSP na proteção das aplicações críticas?,"['Alta Tecnologia em\nProcessamento Digital de Sinais - DSP\nHoje esta tecnologia está presente nos mais soﬁ  sticados sistemas eletrônicos devido a sua alta velocidade e conﬁ  abil-\ndade. Processadores Digitais de Sinais são capazes de processar dez milhões de amostragens por segundo. Isso signiﬁ  -\nca processamento em tempo real - o sinal é processado no mesmo instante em que é recebido, sem retardos ou atrasos.Vivemos  em um mundo cada vez mais ágil e prático. Um mundo conectado por processadores, chips, softwares e periféricos.  Mas \nainda não é o bastante, por isso, o mundo caminha para tecnologias de processamento imediato de dados. A CM Comandos está \num passo à frente e oferece aos seus clientes produtos dotados de uma tecnologia revolucionária, denominada Processamento \nDigital de Sinais - DSP .\nToda linha de No-Breaks Composition conta com a tecno-\nlogia DSP . Característica que proporciona alta performa-\nce e conﬁ  abilidade, tornando-os ideais para aplicações de \nmissão crítica. Ou seja, protegem as aplicações nas quais a  \ncontinuidade da operação é de fundamental importância. \nProjetados com o uso intenso dos recursos da tecnologia\nDSP , os No-Breaks Composition agregam novos e avançados \nrecursos que estabelecem um novo conceito em desenvolvi-\nmento, no qual o ﬁ  rmware dos equipamentos pode ser atuali-\nzado acrescentando novas funções em  unidades já instaladas.\nAo pensar em adquirir No-Breaks, conte com as soluções da \nCM Comandos, que asseguram tecnologia de ponta, máxima \nproteção, precisão digital e processamento em tempo real.OS MAIS MODERNOS NO-BREAKS CORPORATIVOS']",nan,simple,"[{'page_label': '3', 'file_name': 'composition-modular-jun-24.pdf', 'file_path': 'c:\\Users\\jmess\\OneDrive\\Documentos\\GitHub\\rag_eval\\data\\composition-modular-jun-24.pdf', 'file_type': 'application/pdf', 'file_size': 4499853, 'creation_date': '2024-10-09', 'last_modified_date': '2024-10-09'}]",True
37,Qual é a principal função do sistema de Equalização Ativa no gerenciamento de baterias?,"['Equaliz erActive Batt ery Mangement\nBENEFÍCIOS\nEstende a vida útil das baterias\nO sistema de Equalização Ativa mantém as baterias em condições \nideais, maximizando a sua vida útil. Reduz a necessidade de troca das \nbaterias e reduz o custo.\nRedução de Custo de Propriedade\nProlonga a vida útil das baterias, reduz o período de trocas e \nautomatiza a manutenção, reduzindo enormes custos com \nintervenções manuais.\nEcológico e Sustentável\nNa era da sustentabilidade, reduzir o consumo de baterias significa \nusar menos recursos e gerar menos descartes no meio ambiente.Análise da Vida Útil da Bateria\nAnalisa a curva de carga e descarga de um banco de baterias e \nacompanhe a evolução da vida útil, algo que é impraticável fazer \nmanualmente.Minimiza o Downtime por falha da bateria\nO prejuízo decorrente de uma queda do sistema por falha de bateria \ngera um valor incalculável para a sua operação.CARACTERÍSTICAS  \nPRINCIPAIS\nEqualização Ativa Individual do Banco de Baterias\nEleva a vida útil e a confiabilidade das baterias. \nPermite que as baterias atinjam a máxima vida útil de operação.\nAutomatização da Manutenção das Baterias\nO sistema mantém as baterias em condições ideais automaticamente. \nA análise e o diagnóstico são realizados à distância, individualmente e \nsem precisar desligar o sistema.\nMonitoramento em Tempo Real das Baterias\nMonitora a condição das baterias em tempo real à distância,  de \nforma eficiente e reduzindo o elevado custo com intervenções \nmanuais.Medição da Impedância da Bateria\nA Impedância interna é o parâmetro real da condição da bateria. \nAlém disso, mede a tensão e temperatura individual de cada bateria e \ngrava na memória.Previne contra quedas do sistema por defeito nas baterias\nO sistema monitora constantemente as baterias individualmente e \nenvia alarmes antes de ocorrer um problema.\nCONFIGURAÇÃO DO BANCO DE BATERIAS\nAPLICAÇÕES\nn   \nn   \n Banc os de Ba terias:\n• Sist emas No -Breaks\n• Retificador es de Telecomunicações\n• Ener gia Solar e Eólica\n• Compatív el com t odas as mar cas \nde equipament os, independent e \ndo fabr icant e.\nTipos :\n• Seladas Reguladas por Válvula VRLA\n• Estacionár ias\n• 12VDC e 2VDC \n']","A principal função do sistema de Equalização Ativa no gerenciamento de baterias ä é reduzir o custo, estender a vida das baterias, minimizar o downtempo por falha da bateria e promover a sustentabilidade.",simple,"[{'page_label': '4', 'file_name': 'catalogo-sistema-equalizer.pdf', 'file_path': 'c:\\Users\\jmess\\OneDrive\\Documentos\\GitHub\\rag_eval\\data\\catalogo-sistema-equalizer.pdf', 'file_type': 'application/pdf', 'file_size': 18195787, 'creation_date': '2024-10-09', 'last_modified_date': '2024-10-09'}]",True
38,Qual é o objetivo do No-Break Digital Signal Processor?,['No-Break\nDigital Signal Processor\nModular - 25 a 500 kWC O M P O S I T I O N\n'],nan,simple,"[{'page_label': '1', 'file_name': 'composition-modular-jun-24.pdf', 'file_path': 'c:\\Users\\jmess\\OneDrive\\Documentos\\GitHub\\rag_eval\\data\\composition-modular-jun-24.pdf', 'file_type': 'application/pdf', 'file_size': 4499853, 'creation_date': '2024-10-09', 'last_modified_date': '2024-10-09'}]",True
39,Qual é o papel da bateria na gestão do sistema?,"['• Analisa as curvas de carga e d escarga  das baterias, \nremotamente e s em desligar o s istema.\n• Identifica e e nvia alarmes da  bateria com defeito antes de \ncomprometer o s istema.\n• A m anutenção torna-se proativa, pois a intervenção é d ireta \nna bateria defeituosa, na ocorrência de alarmes. \n• Dashboard com duas opções de visualização, vertical e \nhorizontal.\n• Layout Responsivo, pronto para PCs, Tablets e S martphones. ANÁLISE  DA  VIDA ÚTIL CONFORME NORMA  IEEE  1188  E  1491 \n• Analisa o ciclo de vida útil das bat erias conf orme a Nor ma IEEE 1188: P ráticas r ecomendadas para manut enção , testes e substituição \nde bat erias e IEEE 1491: Guia para seleção e uso de equipament os de monit orament o de bat erias. \n• Determina a data z ero a par tir da instalação das bat erias e r egistra per iodicament e a ev olução do ciclo de vida útil das bat erias.\n• Relat ório do Ciclo de Vida com parâmetr os configurá veis.\nGERENCIAMENTO WEB \n• Medições de Impedância, Tensão e Temperatura individuais de \ncada bateria.\n• Indicadores de Status Normal, Falha e P ré-Alarme configuráveis.\n•Gráficos de Descarga com filtros dinâmicos.\n• Envio de e-mails em caso de alarmes.\n• Data Logger armazenado em Banco de Dados ANSI SQL.\n• Frequência de gravação configurável.\n• Controle de Acesso por senha em três níveis.\n• Protocolos SNMP V1 e V3 e M odbus Over IP. ']","A bateria desempenha um papel proativo na manutenção do sistema, pois a intervenção é direta na bateria defeituosa, na ocorrência de alarmes.",simple,"[{'page_label': '5', 'file_name': 'catalogo-sistema-equalizer.pdf', 'file_path': 'c:\\Users\\jmess\\OneDrive\\Documentos\\GitHub\\rag_eval\\data\\catalogo-sistema-equalizer.pdf', 'file_type': 'application/pdf', 'file_size': 18195787, 'creation_date': '2024-10-09', 'last_modified_date': '2024-10-09'}]",True
40,Qual é o objetivo principal do sistema de reconhecimento da rede fora de faixa?,"['or\n       » Freqüência da Rede Fora de Faixa\n       » Falha Interna    \nCaracterísticas de operação\nn Ruído Audível: 55 dBA a 60 dBA a 1 metro\nn MTBF (Mean Time Between Failures): 50 mil horas   \nn MTTR (Mean Time To Repair): 30 minutos\nn Temperatura ambiente:\n   • No-Break: 0ºC a 40ºC \n   • Baterias: 0ºC a 30ºC\n   • Recomendada: 20ºC a 25ºC\nn Umidade Relativa:\n  • 0% a 95% sem condensação\n  • Recomendada: 45% a 55%\nn Atitude: até 1.000m\nn Tipo de Ambiente Recomendado:\n  • Interno, instalação abrigada\n  • Atmosfera: limpa, livre de partículas condutivas, \ngases tóxicos, líquidos e inflamáveis.\n  • Grau de Proteção: IP-20\nSoftware IP Power *\nn Conexão Remota via Adaptador SNMP NetMate\nn Registro de Eventos\nn Shutdown Automático\nn Envio de Alarmes por e-mail\nn Medições:\n     » Potência de Saída em %\n     » Tensão de Saída\n     » Tensão de Bateria\n     » Tensão de Entrada\n     » Freqüência de Entrada\nCaracterísticas Físicas e Mecânicas \nn Dimensões Compactas\nn Estrutura do Gabinete:\n  • Rack: metálico, monobloco\n  • Acabamento: pintura epóxi-pó na cor grafite\ncom tratamento térmico e anti-corrosivo\nn Transformador Isolador: com blindagem\neletrostática*\nn Porta de Comunicação:\n•Serial RS232C Isolada Full Duplex -DB9 Fêmea\n•Contato Seco DB9 Fêmea Interfaces de Gerenciamento\nn Mono e multi-usuário, client-server e\nmultiservidores \nn Vários servidores em um único No-Break\nn Ferramentas de Shutdown e Gerenciamento\nn  Protocolos:\n    • Serial Rs232\n    • Serial Rs485*\n    • SNMP / Telnet / http / TCP/IP*\nn Softwares de Gerenciamento*\n    • IP Power e IP Power SE Client\n    • Adaptador SNMP NetMate\n    • Adaptador ArmModbus RS485.\nn Ambientes e Sistemas Operacionais\n   • Windows 10 /7/2010\n   • Linux\n(Marcas dos respectivos fabricantes) \n*opcional\nCM MKT  JAN 24 - *As especificações  técnicas estão sujeitas a alterações sem aviso prévio e conforme necessidades de projetos customizados.                 Nós incentivamos a reciclagem.\nAv. Eng. Alberto de Zagottis , 760 - 04675-085 - São Paulo - SP\nTel.:(11) 5696-5000\nwww.cmcomandos.com.brSistema de \nSustentabilidade Auditada  Modelo Peso\n (com baterias)\nkg Dimensões Físicas \nalt x larg x prof \nmm Potência \nkVA\n 2000          2,0         620 x 200 x 600         70Modelo com baterias \n 3000          3,0         620 x 200 x 600       ']",nan,simple,"[{'page_label': '2', 'file_name': 'catalogo-solution-s2-1.pdf', 'file_path': 'c:\\Users\\jmess\\OneDrive\\Documentos\\GitHub\\rag_eval\\data\\catalogo-solution-s2-1.pdf', 'file_type': 'application/pdf', 'file_size': 700438, 'creation_date': '2024-10-09', 'last_modified_date': '2024-10-09'}]",True
